Game Name,Game Link,Developer Name,Publisher Name,Game Genre,Platform,Style Genre,Release Date,Price,Rating,Positive Review,Review
Cuban Missile Crisis,https://store.steampowered.com/app/356270/Cuban_Missile_Crisis/?snr=1_7_7_240_150_6,G5 Software,G5 Software,"Strategy,RTS,Cold War",win,,"6 May, 2005",124₴,7,77%,195
Defend Your Life: TD,https://store.steampowered.com/app/357780/Defend_Your_Life_TD/?snr=1_7_7_240_150_6,Alda Games,Alda Games,"Tower Defense,Casual,Strategy,Indie,2D,Cartoony,Funny,Singleplayer,Puzzle,RTS,Survival,Real Time Tactics,Education,Top-Down,Cartoon,Colorful,Cute,Hand-drawn,Stylized,Tactical","linux, mac, win","2D,Cartoony,Top-Down,Cartoon,Colorful,Cute,Hand-drawn,Stylized","10 Apr, 2015",54₴,9,82%,561
AirMech Wastelands,https://store.steampowered.com/app/595770/AirMech_Wastelands/?snr=1_7_7_240_150_6,Carbon Games,Carbon Games,"Strategy,Action,Indie,RPG,Co-op,Mechs,RTS",win,,"6 Jul, 2018",232₴,6,69%,227
Nippon Marathon,https://store.steampowered.com/app/746940/Nippon_Marathon/?snr=1_7_7_240_150_6,Onion Soup Interactive,Onion Soup Interactive,"Sports,Indie,Racing,4 Player Local,Family Friendly,Funny,Anime,Multiplayer,Fighting,Psychological Horror,Local Multiplayer,Action,Casual,Memes,Physics,Controller,Early Access,RTS,Runner,Third Person","music, mac, win","Anime,Third Person","17 Dec, 2018",22₴,9,91%,229
Depraved,https://store.steampowered.com/app/762650/Depraved/?snr=1_7_7_240_150_6,Evil Bite,Evil Bite,"City Builder,Colony Sim,Building,Management,Economy,Medieval,Base Building,Open World,Survival,RTS,Strategy,3D,Historical,Horses,Procedural Generation,Western,Simulation,America,Resource Management,Singleplayer","linux, mac, win",3D,"21 Sep, 2019",378₴,6,61%,996
9th Company: Roots Of Terror,https://store.steampowered.com/app/12480/9th_Company_Roots_Of_Terror/?snr=1_7_7_240_150_6,"Noviy Disk, Lesta Studios Inc","Noviy Disk, Lesta Studios Inc","Strategy,RTS,Military,Cold War,War,Singleplayer",win,,"3 Dec, 2009",211₴,6,57%,167
Armed to the Gears,https://store.steampowered.com/app/804870/Armed_to_the_Gears/?snr=1_7_7_240_150_6,Rafael Solon,Rafael Solon,"Top-Down Shooter,Tower Defense,RTS,Shooter,Top-Down,Cyberpunk,Mechs,Post-apocalyptic,Base Building,Isometric,Dystopian,Sci-fi,Robots,Futuristic,Action,Strategy,Indie,Violent,Twin Stick Shooter",win,"Top-Down,Isometric","8 Apr, 2020",49₴,6,61%,153
Stellar Commanders,https://store.steampowered.com/app/1165400/Stellar_Commanders/?snr=1_7_7_240_150_6,Blindflug Studios AG,Blindflug Studios AG,"Indie,RTS,Multiplayer,Space,Destruction,Wargame,Tactical,Fast-Paced,PvP,Sci-fi,Futuristic,Military,Real-Time,Sequel,Modern,Philosophical,Competitive,War,Simulation,Strategy","music, win",,"20 Feb, 2020",79₴,6,63%,69
Conquest,https://store.steampowered.com/app/1795750/Conquest/?snr=1_7_7_240_150_6,Endless Endeavor LLC,Endless Endeavor LLC,"RPG,VR,Adventure,Fantasy,Strategy,RTS,Action RPG,Action-Adventure,Strategy RPG,Real Time Tactics,Wargame,Character Customization,Combat,Hack and Slash,Open World,Action,Singleplayer,Casual,Early Access,Indie",win,VR,"18 Nov, 2021",219₴,7,79%,29
Football Club Simulator - FCS #21,https://store.steampowered.com/app/324090/Football_Club_Simulator__FCS_21/?snr=1_7_7_240_150_6,Dinamic Games,Dinamic Games,"Casual,Retro,Funny,Football (Soccer),RTS,Sports,Strategy,Tactical,Building,Management,Trading,Economy,Simulation,Life Sim,Singleplayer,Immersive Sim,Asynchronous Multiplayer,2D,3D,Isometric",win,"2D,3D,Isometric","19 Jun, 2020",145₴,7,70%,168
Nordic Warriors,https://store.steampowered.com/app/1174670/Nordic_Warriors/?snr=1_7_7_240_150_6,"Liron Peer, Roman Levin (Coldsteel48)","Liron Peer, Roman Levin (Coldsteel48)","Real Time Tactics,RTS,Strategy,Old School,Action,Tactical,Mythology,War,Difficult,Top-Down,Military,Singleplayer,Classic,1990's,Violent,Blood,Gore,Indie,Dark Fantasy,Adventure",win,Top-Down,"19 Jun, 2020",279₴,8,81%,33
Empires in Ruins,https://store.steampowered.com/app/604510/Empires_in_Ruins/?snr=1_7_7_240_150_6,Hammer and Ravens,Hammer and Ravens,"Wargame,Sandbox,City Builder,Tower Defense,RTS,Turn-Based Strategy,Grand Strategy,Base Building,RPG,2.5D,Isometric,Dark Humor,Story Rich,Strategy,Medieval,Management,Military,Building,Survival,Action",win,"2.5D,Isometric","25 Mar, 2021",129₴,7,75%,96
Path to Prosperity,https://store.steampowered.com/app/1394520/Path_to_Prosperity/?snr=1_7_7_240_150_6,Essence Games,Essence Games,"Early Access,Strategy,Base Building,RTS,FPS,City Builder,Colony Sim,First-Person,Exploration,Pirates,Economy,Adventure,Management,Building,Military,Colorful,3D,Resource Management,Trading,Multiplayer","mac, win","First-Person,Colorful,3D","18 Sep, 2020",229₴,8,92%,25
Emergency 2014,https://store.steampowered.com/app/260930/Emergency_2014/?snr=1_7_7_240_150_6,Sixteen Tons Entertainment,Sixteen Tons Entertainment,"Simulation,Strategy,RTS,Singleplayer,Realistic,Multiplayer,Management",win,Realistic,"15 Nov, 2013",169₴,6,65%,277
Istrolid,https://store.steampowered.com/app/449140/Istrolid/?snr=1_7_7_240_150_6,treeform,treeform,"Free to Play,Strategy,Building,Space,Multiplayer,Indie,RTS,Sandbox,Sci-fi,2D,Singleplayer,Pixel Graphics,Crafting,Co-op,Action","linux, mac, win","2D,Pixel Graphics","6 May, 2016",Free,9,87%,2602
Close Combat: Wacht am Rhein,https://store.steampowered.com/app/1272110/Close_Combat_Wacht_am_Rhein/?snr=1_7_7_240_150_6,Strategy 3 Tactics,Strategy 3 Tactics,"Strategy,Simulation,World War II,Wargame,Military,RTS,Classic",win,,"20 Jun, 2011",2 610₴,9,83%,53
Operation Osama Bin Laden,https://store.steampowered.com/app/834920/Operation_Osama_Bin_Laden/?snr=1_7_7_240_150_6,Srimasis Rout,Srimasis Rout,"RTS,Strategy,Stealth,Real Time Tactics,Military,Top-Down,Difficult,Action,Tactical,Sniper,War,Singleplayer,Indie,3D,Violent,Isometric",win,"Top-Down,3D,Isometric","24 May, 2021",40₴,8,92%,25
Reignfall,https://store.steampowered.com/app/935930/Reignfall/?snr=1_7_7_240_150_6,Checkmaty,Checkmaty,"Colony Sim,Action,Strategy,City Builder,Gore,Violent,Indie,RTS,Hack and Slash,Third Person,Difficult",win,Third Person,"10 Dec, 2018",99₴,9,89%,372
Battle Bugs,https://store.steampowered.com/app/1462210/Battle_Bugs/?snr=1_7_7_240_150_6,"Epyx, Inc.","Epyx, Inc.","RTS,Real-Time with Pause,Pixel Graphics,Isometric,Retro,Wargame,Real Time Tactics,Military,War,Local Multiplayer,Funny,Strategy,PvP,Simulation,PvE,Tactical,Comedy,Cartoon,Combat,Singleplayer",win,"Pixel Graphics,Isometric,Cartoon","1 Jun, 1994",1 797₴,8,100%,11
Freaking Meatbags,https://store.steampowered.com/app/297060/Freaking_Meatbags/?snr=1_7_7_240_150_6,Wild Factor,Wild Factor,"Strategy,Indie,Tower Defense,Action,Pixel Graphics,RTS,Sci-fi,Robots,Survival,Resource Management,Colony Sim,Space Sim,Real-Time with Pause,Base Building,Building","linux, mac, win",Pixel Graphics,"4 Feb, 2015",169₴,9,85%,67
Rush for Berlin Gold,https://store.steampowered.com/app/40320/Rush_for_Berlin_Gold/?snr=1_7_7_240_150_6,Stormregion,Stormregion,"Strategy,RTS,World War II",win,,"29 Oct, 2009",99₴,9,87%,135
Desperados: Wanted Dead or Alive,https://store.steampowered.com/app/260730/Desperados_Wanted_Dead_or_Alive/?snr=1_7_7_240_150_6,Spellbound,Spellbound,"Strategy,Western,Tactical,Action,Isometric,Stealth,Singleplayer,Real Time Tactics,Classic,Atmospheric,Real-Time,RTS,Difficult","music, linux, mac, win",Isometric,"23 Jul, 2001",1 180₴,9,87%,1641
Kingdom Wars,https://store.steampowered.com/app/227180/Kingdom_Wars/?snr=1_7_7_240_150_6,Reverie World Studios,Reverie World Studios,"Strategy,Free to Play,RTS,Massively Multiplayer,RPG,Medieval,Building,Fantasy,Indie,Multiplayer,Simulation,City Builder,Singleplayer,War,Co-op,MMORPG,Action,Sandbox,Online Co-Op,Open World",win,,"1 Apr, 2013",,6,67%,2732
"Codename: Panzers, Phase Two",https://store.steampowered.com/app/411320/Codename_Panzers_Phase_Two/?snr=1_7_7_240_150_6,"Stormregion, THQ Nordic","Stormregion, THQ Nordic","Strategy,Simulation,World War II,Multiplayer,War,Singleplayer,Great Soundtrack,Classic,RTS","music, win",,"21 Jul, 2005",229₴,9,90%,169
44 Minutes in Nightmare,https://store.steampowered.com/app/1492250/44_Minutes_in_Nightmare/?snr=1_7_7_240_150_6,Takashi Sowa,Takashi Sowa,"Action Roguelike,Strategy,Stealth,Horror,Procedural Generation,Action RTS,Action,RTS,Multiple Endings,Roguelike,First-Person,FPS,Zombies,Perma Death,Singleplayer,3D,Psychological Horror,Gore,Dark,Realistic",win,"First-Person,3D,Realistic","15 Mar, 2021",Free,8,90%,40
Bunker Defense,https://store.steampowered.com/app/912900/Bunker_Defense/?snr=1_7_7_240_150_6,Goodvole,Goodvole,"Early Access,Strategy,Tower Defense,Online Co-Op,Singleplayer,Co-op Campaign,Co-op,Multiplayer,Building,Base Building,Inventory Management,Replay Value,RTS,War,Wargame,Real Time Tactics,3D,Isometric,Action,Procedural Generation","mac, win","3D,Isometric","14 Oct, 2020",329₴,8,83%,30
Final Fort,https://store.steampowered.com/app/2240200/Final_Fort/?snr=1_7_7_240_150_6,CloudDreamStudio,CloudDreamStudio,"Strategy,RTS,Tower Defense,Roguelike,Real Time Tactics,Shoot 'Em Up,Outbreak Sim,3D,Top-Down,Artificial Intelligence,Zombies,Building,War,Futuristic,Sci-fi,Base Building,Resource Management,Singleplayer,Indie,Casual",win,"3D,Top-Down","21 Feb, 2023",99₴,7,78%,32
Tethered,https://store.steampowered.com/app/431120/Tethered/?snr=1_7_7_240_150_6,Secret Sorcery Limited,Secret Sorcery Limited,"Strategy,Indie,VR,God Game,Cute,RTS,Building,Puzzle,Singleplayer,Stylized,Atmospheric,Lemmings",win,"VR,Cute,Stylized","27 Feb, 2017",296₴,9,83%,191
Epic Palace : Knossos,https://store.steampowered.com/app/1421710/Epic_Palace__Knossos/?snr=1_7_7_240_150_6,Milkroom Studios GmbH,Milkroom Studios GmbH,"Strategy,Simulation,Building,RTS,City Builder,3D,Colorful,Top-Down,Education,Historical,Story Rich,Management,Economy,Base Building,Resource Management,Singleplayer",win,"3D,Colorful,Top-Down","1 May, 2021",259₴,8,84%,13
Alien Battlefield,https://store.steampowered.com/app/2282700/Alien_Battlefield/?snr=1_7_7_240_150_6,Yang Sun,Yang Sun,"Strategy,RTS,Turn-Based Strategy,Real Time Tactics,Wargame,2D,War,Tactical,Sci-fi,Turn-Based Tactics,Indie,PvP,Level Editor,Choices Matter,Singleplayer,Multiplayer",win,2D,"27 Jan, 2023",124₴,8,100%,10
Planet TD,https://store.steampowered.com/app/1859490/Planet_TD/?snr=1_7_7_240_150_6,MD Games,MD Games,"Tower Defense,Real Time Tactics,Auto Battler,Tactical,3D Platformer,Casual,Strategy,RTS,2D Platformer,Wargame,Shoot 'Em Up,2.5D,3D,Colorful,Cute,Stylized,Alternate History,Atmospheric,Sci-fi,Fantasy",win,"2.5D,3D,Colorful,Cute,Stylized","6 Jan, 2023",385₴,9,82%,78
Battlestations: Midway,https://store.steampowered.com/app/6870/Battlestations_Midway/?snr=1_7_7_240_150_6,Eidos Interactive,Eidos Interactive,"Action,World War II,Naval,Naval Combat,Strategy,Flight,Simulation,Multiplayer,War,Singleplayer,RTS,Historical",win,,"30 Jan, 2007",129₴,7,77%,717
Chess Destroyer,https://store.steampowered.com/app/1487840/Chess_Destroyer/?snr=1_7_7_240_150_6,AbsoluteZero LLC,AbsoluteZero LLC,"Strategy,Experimental,Board Game,Roguelike,RTS,Survival,Turn-Based Tactics,Casual,3D,Indie,Singleplayer,Chess,Roguelite,Puzzle,Logic,Tactical,Turn-Based Strategy,Traditional Roguelike,Building,War","mac, win",3D,"21 Dec, 2020",40₴,8,85%,14
Carrier Command: Gaea Mission,https://store.steampowered.com/app/65740/Carrier_Command_Gaea_Mission/?snr=1_7_7_240_150_6,Bohemia Interactive,Bohemia Interactive,"Strategy,Action,RTS,Sci-fi,Naval Combat,Naval,Tactical,Open World,Singleplayer,Remake,Simulation,FPS",win,,"28 Sep, 2012",1 233₴,6,50%,713
Xeno Command,https://store.steampowered.com/app/2115650/Xeno_Command/?snr=1_7_7_240_150_6,ChillyRoom,ChillyRoom,"Action RTS,Wargame,Real Time Tactics,Tower Defense,Strategy,RTS,Roguelike,2D,Top-Down,Mechs,Base Building,Linear,Hand-drawn,Space,Sci-fi,Aliens,Combat,Singleplayer,Violent",win,"2D,Top-Down,Hand-drawn","8 Nov, 2022",99₴,8,87%,40
Sins of a Solar Empire: Trinity®,https://store.steampowered.com/app/201290/Sins_of_a_Solar_Empire_Trinity/?snr=1_7_7_240_150_6,"Ironclad Games, Stardock Entertainment","Ironclad Games, Stardock Entertainment","4X,PvP,PvE,Real-Time,Strategy,RTS,Space Sim,3D,Base Building,Space,Tactical,Sci-fi,Military,Diplomacy,Building,Moddable,Pirates,War,Aliens,Immersive Sim","music, win",3D,"9 Feb, 2010",479₴,7,78%,629
Z-Collapse,https://store.steampowered.com/app/1804500/ZCollapse/?snr=1_7_7_240_150_6,Pok&Co,Pok&Co,"Simulation,Strategy,Grand Strategy,RTS,Outbreak Sim,Wargame,Political Sim,Real Time Tactics,2D,3D,Top-Down,War,Horror,Survival Horror,Military,Modern,Politics,Post-apocalyptic,Survival,Zombies",win,"2D,3D,Top-Down","31 Aug, 2022",209₴,7,70%,60
Heavyarms Assemble: WWII,https://store.steampowered.com/app/1636150/Heavyarms_Assemble_WWII/?snr=1_7_7_240_150_6,XR Studio,XR Studio,"Early Access,Combat,Singleplayer,Historical,Wargame,Real Time Tactics,Sandbox,World War II,Military,War,Political,Building,Base Building,RTS,Strategy RPG,Grand Strategy,Character Customization,Strategy,3D,Simulation",win,3D,"3 Feb, 2023",265₴,6,68%,63
World War I,https://store.steampowered.com/app/361380/World_War_I/?snr=1_7_7_240_150_6,Dark Fox,Dark Fox,"Strategy,World War I,RTS,Historical,Isometric",win,Isometric,"17 Jun, 2005",124₴,7,76%,176
Crimson Connect Origin,https://store.steampowered.com/app/2296870/Crimson_Connect_Origin/?snr=1_7_7_240_150_6,Team_UnderBar,Team_UnderBar,"Strategy,Roguelike,Roguelite,2D,Colorful,Post-apocalyptic,Base Building,Singleplayer,Early Access,RTS,Indie,Simulation,Tower Defense,Roguelike Deckbuilder",win,"2D,Colorful","31 Mar, 2023",149₴,6,65%,44
PAGO FOREST: TOWER DEFENSE,https://store.steampowered.com/app/1425270/PAGO_FOREST_TOWER_DEFENSE/?snr=1_7_7_240_150_6,Futurtech,Futurtech,"Tower Defense,RTS,Strategy,Strategy RPG,Tactical,Casual,Comedy,Resource Management,Loot,Singleplayer,Medieval,Time Manipulation,Story Rich,Funny,Fantasy,Cute,Real Time Tactics,Magic,Point & Click,Anime",win,"Cute,Anime","13 Oct, 2020",178₴,9,93%,72
Skeleton Scramble Deluxe,https://store.steampowered.com/app/1807610/Skeleton_Scramble_Deluxe/?snr=1_7_7_240_150_6,Chris Turd Boomerang Armstrong,Chris Turd Boomerang Armstrong,"Action RTS,Strategy,Tower Defense,PvP,RTS,2D,Top-Down,Controller,Minimalist,Pixel Graphics,Fantasy,Mythology,Building,Old School,Combat,Local Multiplayer,Singleplayer,Indie",win,"2D,Top-Down,Minimalist,Pixel Graphics","18 Mar, 2022",59₴,8,100%,22
The White Laboratory,https://store.steampowered.com/app/235520/The_White_Laboratory/?snr=1_7_7_240_150_6,Laboratory Systems,Laboratory Systems,"Indie,Strategy,Tower Defense,Sandbox,Physics,Sci-fi,Real-Time with Pause,RTS",win,,"28 Mar, 2019",169₴,7,72%,237
4 Civilizations,https://store.steampowered.com/app/1379370/4_Civilizations/?snr=1_7_7_240_150_6,Tomas Daugela,Tomas Daugela,"Simulation,Strategy,RTS,Base Building,Building,God Game,City Builder,Adventure,3D,Colorful,Indie,Atmospheric,Historical,Multiple Endings,Resource Management,Singleplayer",win,"3D,Colorful","28 Aug, 2020",131₴,8,91%,12
Trollskog,https://store.steampowered.com/app/617450/Trollskog/?snr=1_7_7_240_150_6,Andreas Carlson,Andreas Carlson,"RTS,Colony Sim,Strategy,Indie,Early Access,City Builder,Base Building,Open World",win,,"19 Aug, 2019",199₴,6,63%,33
Order of War™,https://store.steampowered.com/app/34600/Order_of_War/?snr=1_7_7_240_150_6,Wargaming.net,Wargaming.net,"Strategy,World War II,RTS,War,Singleplayer",win,,"22 Sep, 2009",149₴,6,69%,367
Halt The Heist!,https://store.steampowered.com/app/1722750/Halt_The_Heist/?snr=1_7_7_240_150_6,ByteTale Studios,ByteTale Studios,"Real Time Tactics,PvP,Action,Casual,RTS,2D,Top-Down,Detective,Team-Based,Pixel Graphics,Free to Play,Tactical,Strategy,Indie,Hacking,Heist,Multiplayer,Online Co-Op",win,"2D,Top-Down,Pixel Graphics","29 Jul, 2022",Free To Play,9,88%,61
Commandos 3: Destination Berlin,https://store.steampowered.com/app/6840/Commandos_3_Destination_Berlin/?snr=1_7_7_240_150_7,Pyro Studios,Pyro Studios,"Strategy,Action,Tactical,Stealth,World War II,RTS,Military,Real Time Tactics,Co-op,War",win,,"14 Oct, 2003",110₴,6,61%,831
Command & Control 3,https://store.steampowered.com/app/1175800/Command__Control_3/?snr=1_7_7_240_150_7,C&C Game Studio,C&C Game Studio,"Strategy,Indie,RTS,Isometric,Military,War,Multiplayer,Singleplayer,Violent,Realistic",win,"Isometric,Realistic","8 Sep, 2022",325₴,6,63%,41
Ooglians,https://store.steampowered.com/app/2162070/Ooglians/?snr=1_7_7_240_150_7,"Simon Bäckström, Cat Shawl Games","Simon Bäckström, Cat Shawl Games","Early Access,Tower Defense,Base Building,Logic,Automation,Hand-drawn,Arena Shooter,Strategy,Roguelite,RTS,2D,Action,Top-Down,Funny,Cartoony,Stylized,Building,Programming,Destruction,Resource Management",win,"Hand-drawn,2D,Top-Down,Cartoony,Stylized","15 Dec, 2022",50₴,6,59%,167
Ruined Kingdom,https://store.steampowered.com/app/2206490/Ruined_Kingdom/?snr=1_7_7_240_150_7,"Absolute Power Game Studio, https://absolutepowergamestudio.com/","Absolute Power Game Studio, https://absolutepowergamestudio.com/","RPG,Strategy,Action,Board Game,Grand Strategy,Puzzle,RTS,Strategy RPG,Real Time Tactics,Tactical RPG,Wargame,2D,Cartoon,Colorful,Comic Book,Hand-drawn,Assassin,Dark Fantasy,Family Friendly,Fantasy","linux, mac, win","2D,Cartoon,Colorful,Comic Book,Hand-drawn","28 Feb, 2023",526₴,8,100%,12
Nomads of Driftland,https://store.steampowered.com/app/1400520/Nomads_of_Driftland/?snr=1_7_7_240_150_7,Star Drifters,Star Drifters,"Simulation,Exploration,Real-Time,RTS,Strategy RPG,Strategy,Fantasy,Top-Down,Dragons,Time Manipulation,Magic,Stylized,Cute,Level Editor,Class-Based,Moddable,Singleplayer,Indie,Flight,Colorful",win,"Top-Down,Stylized,Cute,Colorful","7 Dec, 2020",Free,7,75%,121
Satellite Reign,https://store.steampowered.com/app/268870/Satellite_Reign/?snr=1_7_7_240_150_7,5 Lives Studios,5 Lives Studios,"Cyberpunk,Strategy,Action,Indie,Sci-fi,Tactical,Real-Time,Open World,Stealth,Co-op,Isometric,Top-Down,Singleplayer,Class-Based,RPG,Kickstarter,RTS,Multiplayer,Atmospheric,Great Soundtrack","linux, mac, win","Isometric,Top-Down","28 Aug, 2015",379₴,7,75%,2427
OTTTD,https://store.steampowered.com/app/312630/OTTTD/?snr=1_7_7_240_150_7,SMG Studio,SMG Studio,"Tower Defense,Action RTS,Indie,Strategy,Gore,Violent,RTS,RPG,Cartoony,Colorful,Stylized,Funny,Singleplayer,Action,Arcade,Strategy RPG,Turn-Based Strategy,3D Platformer,Hero Shooter,Real Time Tactics","linux, mac, win","Cartoony,Colorful,Stylized","6 Aug, 2014",29₴,7,79%,173
Turnament,https://store.steampowered.com/app/1804890/Turnament/?snr=1_7_7_240_150_7,Philipp Lehner,Philipp Lehner,"RTS,Puzzle,2D,Strategy,Atmospheric,Funny,Controller,Story Rich,Soundtrack,Linear,Abstract,Sci-fi,Level Editor,Action RTS,Space,Action,Minimalist,Futuristic,Grid-Based Movement,Singleplayer","music, linux, mac, win","2D,Abstract,Minimalist","17 Feb, 2023",243₴,8,90%,11
Stardust Exile,https://store.steampowered.com/app/1858900/Stardust_Exile/?snr=1_7_7_240_150_7,Apseren,Apseren,"Early Access,Procedural Generation,Spaceships,RTS,Exploration,Resource Management,Massively Multiplayer,Open World,Space,Strategy,Real-Time,3D,Sci-fi,Base Building,Simulation,4X,Action RTS,Top-Down,Grand Strategy,Space Sim","linux, win","3D,Top-Down","17 Feb, 2023",311₴,6,68%,22
Buoyancy,https://store.steampowered.com/app/1012610/Buoyancy/?snr=1_7_7_240_150_7,Devs on a Boat,Devs on a Boat,"Colony Sim,Strategy,Indie,Early Access,City Builder,Base Building,Survival,Post-apocalyptic,Resource Management,Open World,Simulation,RTS,Singleplayer,Dark Humor,Pirates,Great Soundtrack,Gore,Roguelike,Romance","linux, mac, win",,"30 Aug, 2019",209₴,7,70%,641
Uncrewed,https://store.steampowered.com/app/474890/Uncrewed/?snr=1_7_7_240_150_7,Quite Different Mechanics,Quite Different Mechanics,"Strategy,Action,Simulation,RTS,Sandbox,Building,Base Building,Singleplayer,Multiplayer,Real-Time,Physics,Crafting,Resource Management",win,,"26 Mar, 2020",199₴,6,65%,139
